City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
1335,Kamaishi,JP,39.2667,141.8833,32.95,49,91,13.53,Clear sky
1336,Ouadda,CF,8.0777,22.4007,66.31,25,54,5.73,broken clouds
1337,Sabinas,MX,27.85,-101.1167,34.25,58,99,19.84,Clear sky
1338,Camana,PE,-16.6228,-72.7111,71.13,82,89,7.07,Clear sky
1339,Simpang,ID,-1.2667,104.0833,89.26,55,37,5.08,few clouds
1340,Tabou,CI,4.423,-7.3528,77.47,85,13,2.1,haze
1341,Kyaikkami,MM,16.08,97.5675,81.3,43,84,5.82,Clear sky
1342,Normandin,CA,48.8333,-72.5321,-1.89,59,100,5.75,Clear sky
1343,Keshorai Patan,IN,25.3,75.9333,60.71,41,0,4.38,heavy intensity rain
1344,Yankton,US,42.8711,-97.3973,7.12,47,0,8.05,Clear sky
1345,South Lake Tahoe,US,38.9332,-119.9844,33.51,55,0,4.61,Clear sky
1346,Tutoia,BR,-2.7619,-42.2744,78.4,88,94,11.34,broken clouds
1347,Tanete,ID,-3.9443,119.7848,88.86,57,65,9.66,Clear sky
1348,Svencionys,LT,55.15,26.1667,12.99,99,91,4.52,Clear sky
1349,Todos Santos,MX,23.45,-110.2167,67.01,63,13,11.95,few clouds
1350,Kibala,TD,9.1104,18.3463,66.15,27,0,0,haze
1351,Meadow Lake,US,34.8014,-106.5436,22.12,74,19,2.73,Clear sky
1352,Pio Xii,BR,-3.8325,-45.1525,73.15,97,100,3.62,Clear sky
1353,Takapau,NZ,-40.0333,176.35,90.73,23,18,4.74,heavy intensity rain
1354,Mangrol,IN,21.1167,70.1167,67.32,37,9,3.49,Clear sky
1355,Ternate,ID,0.8,127.4,83.93,68,100,3.6,Clear sky
1356,Kresttsy,RU,58.2452,32.5165,-6.74,100,100,2.13,broken clouds
1357,Kharagpur,IN,22.3333,87.3333,72.59,71,45,9.4,Clear sky
1358,Torit,SS,4.4133,32.5678,75.4,46,98,1.43,Clear sky
1359,Manitouwadge,CA,49.1215,-85.8403,-19.48,99,17,0.83,few clouds
1360,Tessaoua,NE,13.7574,7.9874,54.16,20,0,14.03,haze
1361,Howard Springs,AU,-12.497,131.047,77.99,96,100,9.84,Clear sky
1362,Cortez,US,37.3489,-108.5859,20.16,42,0,6.91,Clear sky
1363,Umm Kaddadah,SD,13.6017,26.6876,63.39,18,2,21.72,heavy intensity rain
1364,Payo,ID,-3.7508,103.6372,81.27,82,71,3.91,Clear sky
1365,Luangwa,ZM,-15.6167,30.4167,72.27,96,98,1.21,Clear sky
1366,Elverum,NO,60.8819,11.5623,34.84,97,100,10.51,broken clouds
1367,Sal Rei,CV,16.1833,-22.9167,68.56,81,0,14.03,Clear sky
1368,Balaipungut,ID,1.05,101.2833,86.41,76,91,3.76,Clear sky
1369,Shaowu,CN,27.3409,117.4831,41.95,89,100,3.49,few clouds
1370,Solnechnyy,RU,50.7214,136.6319,2.55,91,99,2.62,haze
1371,Ceres,US,37.5949,-120.9577,51.8,63,0,0,Clear sky
1372,Seymchan,RU,62.8833,152.4333,-15.23,91,13,3.98,Clear sky
1373,Cassilandia,BR,-19.1133,-51.7342,72.5,90,100,2.53,heavy intensity rain
1374,Vallenar,CL,-28.5708,-70.7581,64.89,64,0,1.39,Clear sky
1375,Maxixe,MZ,-23.8597,35.3472,76.82,94,40,0,Clear sky
1376,Portales,US,34.1862,-103.3344,8.1,95,43,5.5,broken clouds
1377,Parasia,IN,22.2,78.7667,62.19,40,1,6.46,Clear sky
1378,Denpasar,ID,-8.65,115.2167,82.06,83,20,9.22,Clear sky
1379,La Palma,US,33.8464,-118.0467,61.99,64,20,0,few clouds
1380,Yangjiang,CN,21.85,111.9667,54.95,69,100,8.9,haze
1381,Musoma,TZ,-1.5,33.8,67.15,82,100,5.17,Clear sky
1382,Stornoway,GB,58.2093,-6.3865,35.92,86,40,5.01,Clear sky
1383,North Vanlaiphai,IN,23.1333,93.0667,63.99,38,1,2.08,heavy intensity rain
1384,Bandipur,NP,27.9333,84.4167,47.39,87,100,1.43,Clear sky
1385,Balsas,BR,-7.5325,-46.0356,75.29,77,98,1.81,Clear sky
1386,Mananjary,MG,-21.2167,48.3333,75.67,91,100,12.91,broken clouds
1387,Plast,RU,54.3691,60.8136,20.12,85,100,11.34,Clear sky
1388,Stanger,ZA,-29.3282,31.2895,73.92,93,100,12.91,Clear sky
1389,Saint-Pierre,RE,-21.3393,55.4781,80.24,84,100,20.04,few clouds
1390,Zaterechnyy,RU,44.7931,45.2097,35.85,93,100,5.12,haze
1391,Tecoanapa,MX,16.5167,-98.75,74.07,72,0,4.29,Clear sky
1392,Methoni,GR,36.8197,21.7049,46.22,59,1,6.02,Clear sky
1393,Henties Bay,NA,-22.116,14.2845,65.86,88,5,6.96,heavy intensity rain
1394,Maragogi,BR,-9.0122,-35.2225,78.12,75,99,7.85,Clear sky
1395,Shambu,ET,9.5667,37.1,54.79,58,95,1.63,Clear sky
1396,Tanout,NE,14.9709,8.8879,50.61,23,0,15.41,broken clouds
1397,Champasak,LA,14.75,106,79.68,44,34,1.7,Clear sky
1398,Sassandra,CI,4.95,-6.0833,75.43,91,4,2.53,Clear sky
1399,Belaya Gora,RU,68.5333,146.4167,-32.96,99,36,2.13,few clouds
1400,Harboore,DK,56.6175,8.1807,45.21,94,100,26.46,haze
1401,Waitati,NZ,-45.75,170.5667,50.95,97,100,3.27,Clear sky
1402,Lagos,NG,6.5833,3.75,79.12,93,2,2.39,Clear sky
1403,Dalbandin,PK,28.8947,64.4101,48.52,28,0,5.97,heavy intensity rain
1404,Qeshm,IR,26.9581,56.2719,58.89,54,0,4.85,Clear sky
1405,Grootfontein,NA,-19.5667,18.1167,67.35,70,77,4.52,Clear sky
1406,Norden,DE,53.6,7.2,44.94,91,100,20.98,broken clouds
1407,Qarqin,AF,37.4185,66.0436,48.56,41,2,21.65,Clear sky
1408,Valparaiso,CL,-33.0393,-71.6273,63.52,82,0,5.75,Clear sky
1409,Almaznyy,RU,48.0448,40.045,32.14,94,100,11.63,few clouds
1410,Ifakara,TZ,-8.1333,36.6833,71.37,96,100,1.36,haze
1411,Gari,RU,59.4307,62.3497,16.18,97,100,5.08,Clear sky
1412,Riachao,BR,-7.3619,-46.6172,74.17,78,99,1.07,Clear sky
1413,Chok Chai,TH,14.7284,102.1652,84.54,80,76,9.8,heavy intensity rain
1414,Bay Roberts,CA,47.5999,-53.2648,40.33,90,100,7,Clear sky
1415,Kalemie,CD,-5.9475,29.1947,68.77,92,100,7.81,Clear sky
1416,Tomatlan,MX,19.9333,-105.25,63.91,82,74,2.93,broken clouds
1417,Loikaw,MM,19.6742,97.2094,75.87,21,13,2.86,Clear sky
1418,Lima,PE,-12.0432,-77.0282,70.9,79,0,10.36,Clear sky
1419,Road Town,VG,18.4167,-64.6167,75.29,77,86,18.34,few clouds
1420,Sabla,NG,12.7525,4.7077,62.28,17,0,16.75,haze
1421,Medicine Hat,CA,50.0501,-110.6683,6.51,72,100,4.61,Clear sky
1422,Valreas,FR,44.3837,4.9908,45.91,87,65,3.89,Clear sky
1423,Sept-Iles,CA,50.2001,-66.3821,3.06,60,100,1.01,heavy intensity rain
1424,Andra,RU,62.5147,65.8878,17.73,97,100,0.92,Clear sky
1425,Am Timan,TD,11.0297,20.2827,68.09,13,14,9.51,Clear sky
1426,Porterville,US,36.0652,-119.0168,47.59,76,0,6.91,broken clouds
1427,Vondrozo,MG,-22.8167,47.2833,69.39,96,82,5.84,Clear sky
1428,Niquero,CU,20.0431,-77.5828,73.78,84,29,10.31,Clear sky
1429,Tiarei,PF,-17.5333,-149.3333,84.22,76,22,15.79,few clouds
1430,Trinidad,BO,-14.8333,-64.9,74.19,92,89,5.3,haze
1431,Canatlan,MX,24.5167,-104.7833,42.66,84,0,5.79,Clear sky
1432,Bondo,CD,3.8146,23.6866,71.94,45,95,2.39,Clear sky
1433,Hit,IQ,33.6416,42.8251,53.76,43,64,7.52,heavy intensity rain
1434,Whitefish,US,48.4111,-114.3376,20.37,84,100,0,Clear sky
1435,Buta,CD,2.7858,24.73,72.32,59,98,1.19,Clear sky
1436,Queimadas,BR,-10.9783,-39.6264,73.31,83,84,6.24,broken clouds
1437,Bocaiuva,BR,-17.1078,-43.815,71.31,91,100,1.97,Clear sky
1438,Cagdianao,PH,9.9211,125.6692,77.79,83,100,11.61,Clear sky
1439,Odate,JP,40.2686,140.5683,32.14,59,75,11.5,few clouds
1440,Nakhon Phanom,TH,17.3333,104.4167,79.88,44,54,8.28,haze
1441,Merauke,ID,-8.4667,140.3333,85.06,71,100,11.23,Clear sky
1442,Davila,PH,18.4726,120.5763,85.98,69,5,24.58,Clear sky
1443,Sangar,RU,63.9242,127.4739,-19.97,94,98,3.91,heavy intensity rain
1444,Udomlya,RU,57.8794,34.9925,-3.08,100,100,3.04,Clear sky
1445,Salima,MW,-13.7804,34.4587,70.14,91,88,3.31,Clear sky
1446,Marolambo,MG,-20.05,48.1167,69.89,97,100,5.32,broken clouds
1447,Det Udom,TH,14.906,105.0784,84.25,53,65,4.92,Clear sky
1448,Wamba,NG,8.9333,8.6,67.82,16,7,4.43,Clear sky
1449,Paracuru,BR,-3.41,-39.0306,82.42,84,39,7.99,few clouds
1450,Bend,US,44.0582,-121.3153,37.99,75,0,1.99,haze
1451,Yacuiba,BO,-22.038,-63.6797,76.82,71,100,1.74,Clear sky
1452,Chernoyerkovskaya,RU,45.4331,37.7686,36.1,79,100,12.33,Clear sky
1453,Kyra,RU,49.5776,111.9753,5.92,69,4,4.7,heavy intensity rain
1454,Oriximina,BR,-1.7656,-55.8661,74.12,95,98,7.02,Clear sky
1455,Bemidji,US,47.4736,-94.8803,-1.95,63,75,8.05,Clear sky
1456,Akureyri,IS,65.6835,-18.0878,22.93,86,100,5.75,broken clouds
1457,Vaitape,PF,-16.5167,-151.75,81.32,71,1,15.23,Clear sky
1458,Kenora,CA,49.8167,-94.4337,-5.82,70,100,5.75,Clear sky
1459,Fereydunshahr,IR,32.941,50.121,25.7,93,23,5.61,few clouds
1460,Gouyave,GD,12.1646,-61.7296,75.97,83,20,5.75,haze
1461,San Carlos De Bariloche,AR,-41.1456,-71.3082,60.55,51,20,2.3,Clear sky
1462,Sao Gabriel Da Cachoeira,BR,-0.1303,-67.0892,72.5,99,66,1.48,Clear sky
1463,Miles City,US,46.4083,-105.8406,18.57,62,100,10.36,heavy intensity rain
1464,Tatawin,TN,32.9297,10.4518,50.04,63,3,6.87,Clear sky
1465,Omboue,GA,-1.5746,9.2618,75.65,87,100,1.39,Clear sky
1466,Hun,LY,29.1268,15.9477,45.88,83,0,4.97,broken clouds
1467,Shahreza,IR,32.0339,51.8794,40.01,32,0,4.38,Clear sky
1468,Nizhniy Dzhengutay,RU,42.7001,47.2449,28.33,42,100,2.93,Clear sky
1469,Zaozerne,UA,45.1582,33.2787,35.94,78,100,16.67,few clouds
1470,Razgrad,BG,43.5333,26.5167,30.54,86,86,4.14,haze
1471,Abomsa,ET,9.9833,39.9833,63.1,43,38,3.65,Clear sky
1472,Alexandria,EG,31.2156,29.9553,51.03,78,66,3.06,Clear sky
1473,Yerofey Pavlovich,RU,53.9667,121.9667,6.37,53,81,8.37,heavy intensity rain
1474,Wajir,KE,1.7471,40.0573,75.63,72,93,10.96,Clear sky
1475,Reconquista,AR,-29.15,-59.65,71.73,84,9,6.87,Clear sky
1476,Balakhninskiy,RU,58.0106,114.2769,1.33,93,100,1.36,broken clouds
1477,Ebbs,AT,47.6333,12.2167,36.66,96,47,4.88,Clear sky
1478,Cervo,ES,43.6702,-7.4101,51.19,82,100,7.78,Clear sky
1479,Malanje,AO,-9.5402,16.341,61.54,97,100,1.36,few clouds
1480,Cranbrook,CA,49.4999,-115.7688,18.46,67,100,3.44,haze
1481,Oxford,GB,51.7522,-1.256,50.05,83,75,5.99,Clear sky
1482,Maryville,US,35.7565,-83.9705,64.58,94,100,1.01,Clear sky
1483,Roswell,US,34.0232,-84.3616,63.81,96,100,3,heavy intensity rain
1484,San Juan,AR,-31.5375,-68.5364,72.46,53,4,24.92,Clear sky
1485,Alugan,PH,12.2188,125.4808,75.65,85,100,9.89,Clear sky
1486,Kyaikto,MM,17.3,97.0167,84.11,21,8,1.03,broken clouds
1487,Yining,CN,29.0361,114.5636,46.42,66,59,2.93,Clear sky
1488,Agadez,NE,19.75,10.25,47.53,34,0,9.08,Clear sky
1489,Sompeta,IN,18.9333,84.6,77.45,65,71,13.4,few clouds
1490,Iranshahr,IR,27.2025,60.6848,52.14,37,0,6.91,haze
1491,Lakatoro,VU,-16.0999,167.4164,76.91,96,100,10.27,Clear sky
1492,Mahendragarh,IN,28.2833,76.15,54.68,78,97,10.04,Clear sky
1493,Kobyli,CZ,48.9329,16.8916,37.98,86,99,6.38,heavy intensity rain
1494,Ziro,IN,27.6333,93.8333,43.54,62,78,3,Clear sky
1495,Bismil,TR,37.8486,40.6658,46.02,94,100,7.31,Clear sky
1496,Blyznyuky,UA,48.8578,36.5551,26.65,96,100,7.54,broken clouds
1497,Bicester,GB,51.9,-1.1536,50,86,100,11.01,Clear sky
1498,Le Mee-Sur-Seine,FR,48.5316,2.6283,45.07,98,100,11.5,Clear sky
1499,Makhinjauri,GE,41.6739,41.694,49.86,81,75,14.97,few clouds
1500,Tila,MX,17.4,-92.4833,69.4,93,5,3.18,haze
1501,Preobrazheniye,RU,42.9019,133.9064,17.42,42,4,9.04,Clear sky
1502,Felanitx,ES,39.4696,3.1483,50.45,81,100,3.42,Clear sky
1503,Bubaque,GW,11.2833,-15.8333,77.02,71,0,8.81,heavy intensity rain
1504,Sobolevo,RU,54.4299,31.8996,3.9,100,94,6.55,Clear sky
1505,Tynda,RU,55.1667,124.7167,-1.59,78,100,8.66,Clear sky
1506,Penzance,GB,50.1186,-5.5371,52.81,84,98,29.3,broken clouds
1507,Kupang,ID,-10.1667,123.5833,81.54,82,76,11.36,Clear sky
1508,Port Hedland,AU,-20.3167,118.5667,96.85,41,83,17.27,Clear sky
1509,Yatou,CN,37.15,122.3833,31.84,48,69,13.04,few clouds
1510,Yuzhnyy,RU,53.2542,83.6936,3.58,85,40,2.24,haze
1511,Alekseyevsk,RU,57.8406,108.3492,11.52,93,100,9.26,Clear sky
1512,Uige,AO,-7.6087,15.0613,64.78,97,100,2.15,Clear sky
1513,Bongaree,AU,-27.0797,153.1586,81.3,68,43,25.72,heavy intensity rain
1514,Kamiiso,JP,41.8167,140.65,28.78,74,75,17.27,Clear sky
1515,Mae Hong Son,TH,19.3003,97.9685,71.74,46,20,1.14,Clear sky
1516,Marawi,PH,7.9986,124.2928,71.65,85,100,2.17,broken clouds
1517,Siderno,IT,38.2779,16.302,51.19,75,68,7.81,Clear sky
1518,Leninskoye,KZ,41.7589,69.3864,37.33,29,0,3.47,Clear sky
1519,Montevideo,UY,-34.8335,-56.1674,73.11,88,100,0,few clouds
1520,Sawtell,AU,-30.3833,153.1,75.52,77,75,25.32,haze
1521,Abeche,TD,13.8292,20.8324,61.9,14,6,9.42,Clear sky
1522,Wau,SS,7.7029,27.9953,74.71,25,91,3.96,Clear sky
1523,Shubarshi,KZ,48.5872,57.1869,21.99,83,100,15.28,heavy intensity rain
1524,Mujiayingzi,CN,42.1167,118.7833,13.01,36,0,14.43,Clear sky
1525,Tigre,AR,-34.426,-58.5796,72.23,90,20,4.61,Clear sky
1526,Arona,ES,28.0996,-16.681,65.91,58,0,2.3,broken clouds
1527,Bergen,NO,60.392,5.328,41.65,84,40,11.5,Clear sky
1528,Nova Olinda Do Norte,BR,-3.8881,-59.0942,72.88,98,84,0.74,Clear sky
1529,Batangafo,CF,7.3008,18.2833,67.8,18,30,4.79,few clouds
1530,Perevolotskiy,RU,51.8763,54.1938,21,92,100,9.46,haze
1531,Boguchany,RU,58.3814,97.4531,13.84,94,100,6.85,Clear sky
1532,Binzhou,CN,37.3667,118.0167,38.26,23,15,12.35,Clear sky
1533,Blythe,US,33.6103,-114.5964,54.05,16,0,14.97,heavy intensity rain
1534,Shelby,US,35.2001,-89.8668,27.36,94,100,10.36,Clear sky
1535,Kingman,US,35.1894,-114.053,44.08,25,0,5.99,Clear sky
1536,Arrecife,ES,28.963,-13.5477,69.78,60,0,8.05,broken clouds
1537,Makhachkala,RU,42.9764,47.5024,35.58,84,100,8.43,Clear sky
1538,Mosquera,CO,4.7059,-74.2302,48.29,93,95,2.3,Clear sky
1539,Hudiksvall,SE,61.729,17.1036,30.06,96,100,15.28,few clouds
1540,Polunochnoye,RU,60.8697,60.4153,-0.76,99,95,3.67,haze
1541,Douglas,US,41.3,-96.167,10.89,54,0,0,Clear sky
1542,Shar,KZ,49.5886,81.0453,-0.98,89,17,7.47,Clear sky
1543,Xiuyan,CN,40.2928,123.2744,17.26,44,3,13.69,heavy intensity rain
1544,Apex,US,35.7327,-78.8503,63.57,87,100,4,Clear sky
1545,Kholmogory,RU,64.2229,41.656,-0.29,100,91,1.79,Clear sky
1546,Hasanabad,IR,36.5465,61.0543,55.62,35,40,13.8,broken clouds
1547,Canberra,AU,-35.2835,149.1281,71.28,54,100,14.97,Clear sky
1548,Kostomuksha,RU,64.571,30.5767,-6.93,100,80,2.62,Clear sky
1549,Gladenbach,DE,50.7667,8.5667,42.62,94,100,7.56,few clouds
1550,Nanchang,CN,28.6833,115.8833,43.21,75,100,6.15,haze
1551,Turukhansk,RU,65.8167,87.9833,7.43,95,99,12.24,Clear sky
1552,Conceicao Da Barra,BR,-18.5933,-39.7322,75.04,95,100,3.71,Clear sky
1553,Lithgow,AU,-33.4833,150.15,68.09,64,54,12.55,heavy intensity rain
1554,Zhongshu,CN,24.5167,103.7667,43.68,87,100,4.27,Clear sky
1555,Milkovo,RU,54.7167,158.6167,21.11,88,100,12.66,Clear sky
1556,Mitsamiouli,KM,-11.3847,43.2844,82.69,83,40,9.22,broken clouds
1557,Puerto Varas,CL,-41.3195,-72.9854,60.85,100,100,5.75,Clear sky
1558,Oltu,TR,40.5498,42.0013,24.85,88,100,4.79,Clear sky
1559,Farmington,US,36.7281,-108.2187,21.88,48,0,3.44,few clouds
1560,Houma,US,29.5958,-90.7195,46.4,88,100,8.99,haze
1561,Boueni,YT,-12.9025,45.0761,82.38,76,97,16.49,Clear sky
1562,Anloga,GH,5.7947,0.8973,79.02,80,0,6.11,Clear sky
1563,Yarada,IN,17.65,83.2667,77.32,73,40,4.61,heavy intensity rain
1564,Ulaangom,MN,49.9811,92.0667,-14.87,91,18,2.06,Clear sky
1565,Toktogul,KG,41.8708,72.9402,22.15,69,14,2.8,Clear sky
1566,Zhanakorgan,KZ,43.9098,67.2495,29.43,69,12,6.26,broken clouds
1567,San Jeronimo,PE,-11.9472,-75.2829,51.73,79,100,3.78,Clear sky
1568,Ardabil,IR,38.2498,48.2933,36.95,60,40,28.77,Clear sky
1569,Rabaul,PG,-4.1967,152.1721,83.75,72,79,16.26,few clouds
1570,Kondinskoye,RU,59.6481,67.41,23.7,95,100,9.33,haze
1571,Havre,FR,49.5833,0.3333,46.44,87,100,14.97,Clear sky
1572,Bagotville,AU,-28.9833,153.4167,77.02,89,64,21.81,Clear sky
1573,Corning,US,42.1428,-77.0547,24.85,90,100,6.91,heavy intensity rain
1574,Akcakoca,TR,41.0866,31.1162,39.7,80,100,10.6,Clear sky
1575,Tashla,RU,51.7716,52.7427,25.3,92,100,11.83,Clear sky
1576,Miri,MY,4.4148,114.0089,87.94,70,40,5.75,broken clouds
1577,Orlik,RU,52.5178,99.825,-5.37,89,62,1.25,Clear sky
1578,Berezovyy,RU,51.6667,135.7,5.68,85,100,1.32,Clear sky
1579,Verkhoshizhemye,RU,58.011,49.1038,7.68,99,100,4.74,few clouds
1580,Manta,EC,-0.95,-80.7333,76.78,83,40,3.44,haze
1581,Port Moresby,PG,-9.4431,147.1797,92.62,49,20,11.5,Clear sky
1582,Marquette,US,46.5333,-87.6335,6.33,73,95,2.95,Clear sky
1583,Christchurch,NZ,-43.5333,172.6333,62.94,89,100,1.01,heavy intensity rain
1584,Taree,AU,-31.9,152.4667,75.06,68,75,10.36,Clear sky
1585,North Bend,US,43.4065,-124.2243,45.07,99,20,8.05,Clear sky
1586,Warrnambool,AU,-38.3833,142.4833,72.81,70,30,16.91,broken clouds
1587,Halifax,CA,44.6453,-63.5724,40.89,97,100,1.99,Clear sky
1588,Borovskoy,KZ,53.8,64.15,18.88,82,100,14.43,Clear sky
1589,Banjarmasin,ID,-3.3244,114.591,87.94,58,100,4.29,few clouds
1590,Lambare,PY,-25.3468,-57.6065,75.04,94,100,6.91,haze
1591,Cabot,US,34.9745,-92.0165,26.65,75,100,4.61,Clear sky
1592,El Tocuyo,VE,9.7873,-69.7937,73.06,81,97,1.3,Clear sky
1593,Chifeng,CN,42.2683,118.9636,14.63,34,0,17.07,heavy intensity rain
1594,Fergus Falls,US,46.283,-96.0776,-2.81,74,75,14.97,Clear sky
1595,Alekseyevka,RU,50.6309,38.6903,23.81,97,100,6.62,Clear sky
1596,Lerwick,GB,60.1545,-1.1494,39.2,65,83,34.2,broken clouds
1597,Roebourne,AU,-20.7833,117.1333,93.94,42,61,11.23,Clear sky
1598,Forestville,US,38.8451,-76.875,60.22,88,100,21.85,Clear sky
1599,Grants,US,35.1473,-107.8514,1.63,85,0,3.44,few clouds
1600,Mahajanga,MG,-15.7167,46.3167,80.62,83,20,6.91,haze
1601,Andros Town,BS,24.7,-77.7667,67.96,69,20,20.18,Clear sky
1602,Gaozhou,CN,21.9392,110.8461,55.62,70,100,7.78,Clear sky
1603,Genhe,CN,50.7833,121.5167,4.57,57,52,10.27,heavy intensity rain
1604,Biak,ID,-0.9131,122.8766,85.24,60,99,1.07,Clear sky
1605,Bama,NG,11.5221,13.6856,60.24,51,74,5.26,Clear sky
1606,Marrakesh,MA,31.6315,-8.0083,57.27,47,0,4.61,broken clouds
1607,Garoua,CM,9.3,13.4,66.42,20,69,2.33,Clear sky
1608,Marabba,SD,12.35,32.1833,71.49,17,33,16.51,Clear sky
1609,Caledonia,US,42.8078,-87.9242,17.01,71,100,1.01,few clouds
1610,Languyan,PH,5.2618,120.0807,84.52,62,40,8.05,haze
1611,Nyanza,RW,-2.3519,29.7509,60.78,90,100,2.06,Clear sky
1612,Kisanga,TZ,-7.4362,37.7034,73.49,96,100,0.81,Clear sky
1613,Mercedes,AR,-34.6515,-59.4307,70.18,94,8,6.2,heavy intensity rain
1614,Wonthaggi,AU,-38.6044,145.5913,76.05,57,5,16.15,Clear sky
1615,Ivybridge,GB,50.3904,-3.9191,51.84,90,99,24.16,Clear sky
1616,Valley City,US,46.9233,-98.0032,4.19,78,100,14.97,broken clouds
1617,Teeli,RU,51.0333,90.2333,-8.79,92,32,2.24,Clear sky
1618,Marzuq,YE,14.4,46.4667,61.02,27,10,2.33,Clear sky
1619,Soderhamn,SE,61.3037,17.0592,31.39,95,100,12.97,few clouds
1620,Blytheville,US,35.9273,-89.919,26.65,85,100,18.01,haze
1621,Znamenskoye,RU,57.1281,73.8282,22.68,94,100,13.33,Clear sky
1622,Iquique,CL,-20.2208,-70.1431,66.24,74,38,0.25,Clear sky
1623,Xai-Xai,MZ,-25.0519,33.6442,75.72,85,0,3.44,heavy intensity rain
1624,Shawinigan,CA,46.5668,-72.7491,10.89,72,100,8.05,Clear sky
1625,Hanzhong,CN,33.0728,107.0303,45.54,51,25,2.66,Clear sky
1626,Bonthe,SL,7.5264,-12.505,73.58,93,2,4.65,broken clouds
1627,Pringsewu,ID,-5.3582,104.9744,84.92,70,73,5.14,Clear sky
1628,Noshiro,JP,40.2039,140.0242,32.94,61,100,19.51,Clear sky
1629,Tefe,BR,-3.3542,-64.7114,73.24,96,90,0.76,few clouds
1630,Ruteng,ID,-8.6136,120.4721,73.2,72,48,5.35,haze
1631,Mazagao,BR,-0.115,-51.2894,78.85,98,100,2.84,Clear sky
1632,Iwanai,JP,42.9744,140.5089,24.01,89,100,14.92,Clear sky
1633,Rosario Do Sul,BR,-30.2583,-54.9142,70.03,95,100,7.63,heavy intensity rain
1634,Kristianstad,SE,56.0313,14.1524,43.18,97,100,1.99,Clear sky
1635,Altay,CN,47.8667,88.1167,9.93,68,5,4.12,Clear sky
1636,Shenzhen,CN,22.5455,114.0683,63.07,81,24,8.9,broken clouds
1637,Lonar,IN,19.9833,76.5333,70.38,36,58,10.76,Clear sky
1638,Volksrust,ZA,-27.3654,29.8818,62.49,96,81,5.37,Clear sky
1639,Balanacan,PH,13.5289,121.8677,83.14,82,98,18.54,few clouds
1640,Yendi,GH,9.4427,-0.0099,71.13,13,1,6.49,haze
1641,Xinyu,CN,27.8043,114.9334,46.63,66,97,5.75,Clear sky
1642,Ozinki,RU,51.1786,49.6769,27.64,95,100,14.52,Clear sky
1643,Hulan Ergi,CN,47.2042,123.6333,8.89,64,1,9.48,heavy intensity rain
1644,Presidencia Roque Saenz Pena,AR,-26.7852,-60.4388,73.09,85,28,6.22,Clear sky
1645,Yuci,CN,37.6803,112.7319,31.75,23,0,8.95,Clear sky
1646,Sholapur,IN,17.6833,75.9167,73.76,39,19,10.6,broken clouds
1647,Barcelona,ES,41.3888,2.159,53.55,76,0,1.01,Clear sky
1648,Sterling,US,39.0062,-77.4286,60.66,97,100,5.01,Clear sky
1649,Belle Fourche,US,44.6714,-103.8522,26.35,75,49,11.59,few clouds
1650,Teguise,ES,29.0605,-13.564,66.42,60,0,8.05,haze
1651,Coari,BR,-4.085,-63.1414,73.69,98,100,2.08,Clear sky
1652,Oshikango,NA,-17.4,15.8833,69.13,52,69,2.8,Clear sky
1653,Wawa,NG,9.9022,4.4192,69.94,22,2,5.77,heavy intensity rain
1654,Naustdal,NO,61.509,5.7168,39.06,93,100,7.78,Clear sky
1655,West Lafayette,US,40.4259,-86.9081,20.1,86,0,11.5,Clear sky
1656,Barra Da Estiva,BR,-13.6261,-41.3269,63.57,84,44,2.06,broken clouds
1657,Matam,SN,15.6175,-13.3303,69.76,11,1,10.11,Clear sky
1658,Voyvozh,RU,62.892,54.9635,11.75,96,99,5.26,Clear sky
1659,Ola,RU,59.5833,151.2833,8.83,74,78,10.13,few clouds
1660,Mokobeng,BW,-22.9965,27.6678,75.79,67,1,9.28,haze
1661,Puri,IN,19.8,85.85,79.32,65,53,19.01,Clear sky
1662,Elko,US,41.0002,-115.5012,25.05,64,33,1.01,Clear sky
1663,Progreso,MX,21.2833,-89.6667,78.12,76,0,13.62,heavy intensity rain
1664,Ville-Marie,CA,47.3335,-79.433,-20.2,98,63,3.98,Clear sky
1665,Abadan,IR,30.3392,48.3043,58.95,88,75,11.5,Clear sky
1666,Show Low,US,34.2542,-110.0298,20.07,47,0,6.91,broken clouds
1667,Senanga,ZM,-16.1167,23.2667,66.02,96,98,3.04,Clear sky
1668,Santiago,CL,-33.4569,-70.6483,68.85,64,20,9.22,Clear sky
1669,Kyshtovka,RU,56.555,76.6271,17.71,84,100,14.72,few clouds
1670,Lamar,US,33.6668,-95.5836,24.46,93,100,10.36,haze
1671,Pokosnoye,RU,55.5258,101.0536,10.15,90,97,5.73,Clear sky
1672,Wagar,SD,16.1525,36.2032,71.22,28,36,11.16,Clear sky
1673,Muli,MV,2.9167,73.5667,81.63,69,1,9.98,heavy intensity rain
1674,Deolali,IN,19.95,73.8333,69.53,38,29,5.66,Clear sky
1675,Khash,IR,28.2211,61.2158,53.19,17,0,1.95,Clear sky
1676,Bulawayo,ZW,-20.15,28.5833,67.17,79,82,5.17,broken clouds
1677,Lillooet,CA,50.6856,-121.942,29.12,94,60,4.47,Clear sky
1678,Krzeszowice,PL,50.1425,19.6322,35.94,100,75,2.3,Clear sky
1679,Richards Bay,ZA,-28.783,32.0377,75.04,94,96,15.68,few clouds
